id,ordered_at,delivered_at,delivered_to,order_channel
410,9/29/2018 9:53,9/29/2018 10:02,CX-215,delivery 
411,11/27/2018 12:10,11/27/2018 12:22,CX-332,pick-up
412,11/30/2018 17:23,11/30/2018 17:51,CX-62,delivery 
413,11/3/2018 3:50,11/3/2018 3:55,CX-599,pick-up
414,9/4/2018 19:29,9/4/2018 19:56,CX-179,delivery 
415,11/27/2018 18:54,11/27/2018 19:17,CX-448,pick-up
416,9/22/2018 18:33,9/22/2018 18:38,CX0,delivery 
417,11/14/2018 21:58,11/14/2018 22:04,CX-109,pick-up
418,9/4/2018 8:46,9/4/2018 8:55,CX-45,delivery 
419,10/14/2018 2:03,10/14/2018 2:17,CX-315,pick-up
420,9/23/2018 21:10,9/23/2018 21:37,CX-844,delivery 
421,11/2/2018 6:35,11/2/2018 6:39,CX-276,pick-up
422,10/26/2018 19:02,10/26/2018 19:18,CX-274,delivery 
423,9/19/2018 22:36,9/19/2018 22:39,CX-143,pick-up
424,11/17/2018 20:39,11/17/2018 20:42,CX-892,delivery 
425,11/10/2018 2:01,11/10/2018 2:20,CX-474,pick-up
426,10/27/2018 20:00,10/27/2018 20:09,CX-286,delivery 
427,11/19/2018 9:35,11/19/2018 9:42,CX-354,pick-up
428,10/19/2018 0:26,10/19/2018 0:52,CX-364,delivery 
429,10/27/2018 10:38,10/27/2018 11:00,CX-5,pick-up
430,11/30/2018 10:38,11/30/2018 11:05,CX-931,delivery 
431,10/15/2018 15:25,10/15/2018 15:36,CX-300,pick-up
432,11/10/2018 19:15,11/10/2018 19:17,CX-952,delivery 
433,10/29/2018 0:19,10/29/2018 0:25,CX-664,pick-up
434,11/15/2018 17:42,11/15/2018 17:46,CX-94,delivery 
435,10/4/2018 10:45,10/4/2018 11:04,CX-138,pick-up
436,11/19/2018 10:09,11/19/2018 10:16,CX-647,delivery 
437,11/29/2018 19:53,11/29/2018 20:04,CX-771,pick-up
438,10/25/2018 12:17,10/25/2018 12:36,CX-315,delivery 
439,11/29/2018 20:02,11/29/2018 20:18,CX-531,pick-up
440,11/7/2018 15:17,11/7/2018 15:35,CX-533,delivery 
441,8/30/2018 21:14,8/30/2018 21:36,CX-606,pick-up
442,11/15/2018 5:53,11/15/2018 6:16,CX-746,delivery 
443,11/10/2018 20:30,11/10/2018 20:31,CX-1,pick-up
444,11/27/2018 22:53,11/27/2018 23:18,CX-616,delivery 
445,11/22/2018 20:32,11/22/2018 20:35,CX-822,pick-up
446,11/10/2018 17:54,11/10/2018 18:23,CX-163,delivery 
447,10/24/2018 15:00,10/24/2018 15:13,CX-369,pick-up
448,11/27/2018 9:54,11/27/2018 10:05,CX-781,delivery 
449,10/6/2018 19:42,10/6/2018 19:57,CX-681,pick-up
450,11/18/2018 6:32,11/18/2018 6:55,CX-179,delivery 
451,11/7/2018 13:34,11/7/2018 14:02,CX-355,pick-up
452,10/28/2018 21:36,10/28/2018 22:04,CX-160,delivery 
453,11/5/2018 21:06,11/5/2018 21:29,CX-953,pick-up
454,11/19/2018 17:41,11/19/2018 18:05,CX-604,delivery 
455,10/21/2018 2:15,10/21/2018 2:33,CX-64,pick-up
456,10/4/2018 9:35,10/4/2018 9:45,CX-872,delivery 
457,10/20/2018 8:03,10/20/2018 8:17,CX-283,pick-up
458,11/14/2018 16:53,11/14/2018 17:22,CX-526,delivery 
459,11/27/2018 1:56,11/27/2018 2:03,CX-462,pick-up
460,11/17/2018 2:44,11/17/2018 2:51,CX-2,delivery 
461,10/30/2018 17:59,10/30/2018 18:02,CX-388,pick-up
462,10/21/2018 0:08,10/21/2018 0:16,CX-214,delivery 
463,9/28/2018 17:38,9/28/2018 17:47,CX-550,pick-up
464,10/23/2018 10:49,10/23/2018 10:58,CX-822,delivery 
465,11/25/2018 14:38,11/25/2018 14:52,CX-68,pick-up
466,9/15/2018 23:33,9/15/2018 23:35,CX-946,delivery 
467,11/25/2018 0:49,11/25/2018 1:07,CX-230,pick-up
468,10/21/2018 20:55,10/21/2018 20:56,CX-642,delivery 
469,11/2/2018 11:12,11/2/2018 11:26,CX-847,pick-up
470,8/11/2018 5:10,8/11/2018 5:18,CX-578,delivery 
471,8/31/2018 9:44,8/31/2018 9:55,CX-989,pick-up
472,11/22/2018 19:36,11/22/2018 19:43,CX-146,delivery 
473,11/13/2018 0:50,11/13/2018 1:12,CX-532,pick-up
474,11/30/2018 20:50,11/30/2018 21:11,CX-407,delivery 
475,12/1/2018 10:52,12/1/2018 10:55,CX-928,pick-up
476,11/4/2018 17:58,11/4/2018 18:20,CX-434,delivery 
477,9/5/2018 3:03,9/5/2018 3:08,CX-399,pick-up
478,11/29/2018 15:12,11/29/2018 15:31,CX-219,delivery 
479,10/5/2018 13:52,10/5/2018 14:16,CX-919,pick-up
480,9/4/2018 11:29,9/4/2018 11:37,CX-504,delivery 
481,9/1/2018 12:42,9/1/2018 13:04,CX-976,pick-up
482,10/6/2018 5:50,10/6/2018 6:14,CX-457,delivery 
483,11/13/2018 8:45,11/13/2018 8:52,CX-424,pick-up
484,11/28/2018 5:47,11/28/2018 5:54,CX-801,delivery 
485,11/22/2018 0:38,11/22/2018 0:49,CX-546,pick-up
486,11/13/2018 15:00,11/13/2018 15:29,CX-506,delivery 
487,11/17/2018 19:01,11/17/2018 19:11,CX-805,pick-up
488,10/10/2018 16:42,10/10/2018 17:08,CX-518,delivery 
489,9/25/2018 12:44,9/25/2018 13:06,CX-252,pick-up
490,10/28/2018 19:10,10/28/2018 19:22,CX-157,delivery 
491,11/4/2018 18:38,11/4/2018 18:46,CX-322,pick-up
492,10/1/2018 16:47,10/1/2018 17:12,CX-84,delivery 
493,11/12/2018 17:34,11/12/2018 18:01,CX-276,pick-up
494,11/4/2018 7:26,11/4/2018 7:47,CX-319,delivery 
495,11/13/2018 12:56,11/13/2018 13:17,CX-5,pick-up
496,11/28/2018 11:40,11/28/2018 12:02,CX-542,delivery 
497,11/5/2018 2:47,11/5/2018 2:53,CX-661,pick-up
498,8/25/2018 11:50,8/25/2018 12:03,CX-881,delivery 
499,10/26/2018 19:40,10/26/2018 19:48,CX-308,pick-up
500,11/24/2018 13:17,11/24/2018 13:35,CX-892,delivery 
501,11/1/2018 13:15,11/1/2018 13:34,CX-167,pick-up
502,11/16/2018 21:23,11/16/2018 21:32,CX-793,delivery 
503,11/28/2018 23:39,11/28/2018 23:48,CX-995,pick-up
504,9/23/2018 9:55,9/23/2018 10:22,CX-498,delivery 
505,10/7/2018 10:23,10/7/2018 10:25,CX-162,pick-up
506,11/13/2018 12:28,11/13/2018 12:31,CX-11,delivery 
507,11/12/2018 22:05,11/12/2018 22:11,CX-339,pick-up
508,11/12/2018 11:57,11/12/2018 12:04,CX-91,delivery 
509,9/25/2018 5:53,9/25/2018 6:18,CX-84,pick-up
510,9/22/2018 9:16,9/22/2018 9:35,CX-139,delivery 
511,10/11/2018 19:14,10/11/2018 19:43,CX-330,pick-up
512,10/20/2018 23:03,10/20/2018 23:27,CX-554,delivery 
513,11/9/2018 16:29,11/9/2018 16:36,CX-575,pick-up
514,9/13/2018 19:51,9/13/2018 20:12,CX-1,delivery 
515,11/23/2018 8:40,11/23/2018 8:42,CX-490,pick-up
516,10/3/2018 22:12,10/3/2018 22:23,CX-196,delivery 
517,9/10/2018 22:29,9/10/2018 22:35,CX-726,pick-up
518,11/3/2018 20:00,11/3/2018 20:01,CX-758,delivery 
519,10/13/2018 13:05,10/13/2018 13:32,CX-305,pick-up
520,8/13/2018 17:36,8/13/2018 17:56,CX-10,delivery 
521,10/12/2018 15:32,10/12/2018 15:52,CX-827,pick-up
522,10/27/2018 14:54,10/27/2018 15:07,CX-35,delivery 
523,11/7/2018 10:54,11/7/2018 11:22,CX-250,pick-up
524,11/3/2018 12:58,11/3/2018 13:12,CX-661,delivery 
525,10/14/2018 2:17,10/14/2018 2:36,CX-382,pick-up
526,10/11/2018 1:44,10/11/2018 2:09,CX-85,delivery 
527,10/21/2018 1:07,10/21/2018 1:19,CX-243,pick-up
528,9/6/2018 15:36,9/6/2018 15:42,CX-202,delivery 
529,12/1/2018 17:57,12/1/2018 18:01,CX-667,pick-up
530,11/25/2018 21:39,11/25/2018 22:07,CX-398,delivery 
531,10/21/2018 14:32,10/21/2018 14:42,CX-456,pick-up
532,11/28/2018 6:34,11/28/2018 6:39,CX-183,delivery 
533,10/4/2018 22:11,10/4/2018 22:39,CX-60,pick-up
534,11/11/2018 8:35,11/11/2018 8:46,CX-479,delivery 
535,11/23/2018 14:14,11/23/2018 14:43,CX-490,pick-up
536,11/8/2018 6:57,11/8/2018 7:22,CX-794,delivery 
537,11/16/2018 1:17,11/16/2018 1:20,CX-168,pick-up
538,10/25/2018 3:29,10/25/2018 3:56,CX-149,delivery 
539,8/30/2018 4:07,8/30/2018 4:28,CX-373,pick-up
540,10/20/2018 15:56,10/20/2018 15:58,CX-334,delivery 
541,10/27/2018 23:41,10/28/2018 0:03,CX-931,pick-up
542,11/29/2018 11:15,11/29/2018 11:41,CX-800,delivery 
543,9/21/2018 11:18,9/21/2018 11:47,CX-843,pick-up
544,9/25/2018 18:07,9/25/2018 18:28,CX-33,delivery 
545,10/26/2018 0:27,10/26/2018 0:35,CX-482,pick-up
546,9/5/2018 8:09,9/5/2018 8:26,CX-633,delivery 
547,11/1/2018 18:10,11/1/2018 18:31,CX-845,pick-up
548,11/23/2018 6:40,11/23/2018 6:50,CX-970,delivery 
549,11/30/2018 12:30,11/30/2018 12:46,CX-704,pick-up
550,11/14/2018 5:31,11/14/2018 5:49,CX-158,delivery 
551,11/14/2018 4:22,11/14/2018 4:30,CX-837,pick-up
552,11/24/2018 13:44,11/24/2018 14:03,CX-372,delivery 
553,10/25/2018 10:58,10/25/2018 10:59,CX-491,pick-up
554,10/22/2018 12:09,10/22/2018 12:31,CX-756,delivery 
555,11/30/2018 18:33,11/30/2018 18:41,CX-37,pick-up
556,11/15/2018 6:55,11/15/2018 7:08,CX-8,delivery 
557,10/15/2018 1:00,10/15/2018 1:24,CX-640,pick-up
558,10/27/2018 12:26,10/27/2018 12:35,CX-823,delivery 
559,11/12/2018 10:52,11/12/2018 11:14,CX-821,pick-up
560,10/6/2018 9:34,10/6/2018 9:34,CX-142,delivery 
561,9/17/2018 22:51,9/17/2018 23:10,CX-351,pick-up
562,8/21/2018 7:14,8/21/2018 7:44,CX-656,delivery 
563,11/3/2018 14:02,11/3/2018 14:21,CX-998,pick-up
564,9/22/2018 8:57,9/22/2018 9:16,CX-908,delivery 
565,10/7/2018 19:50,10/7/2018 20:00,CX-223,pick-up
566,11/22/2018 8:56,11/22/2018 9:20,CX-774,delivery 
567,12/1/2018 16:09,12/1/2018 16:30,CX-213,pick-up
568,9/18/2018 6:46,9/18/2018 6:49,CX-328,delivery 
569,10/30/2018 23:02,10/30/2018 23:18,CX-338,pick-up
570,10/2/2018 22:14,10/2/2018 22:30,CX-850,delivery 
571,10/22/2018 8:46,10/22/2018 8:50,CX-865,pick-up
572,8/27/2018 7:50,8/27/2018 8:19,CX-983,delivery 
573,11/19/2018 22:43,11/19/2018 22:55,CX-894,pick-up
574,9/25/2018 13:52,9/25/2018 13:57,CX-390,delivery 
575,10/18/2018 19:00,10/18/2018 19:13,CX-851,pick-up
576,8/30/2018 21:40,8/30/2018 21:43,CX0,delivery 
577,9/21/2018 6:04,9/21/2018 6:25,CX-207,pick-up
578,10/26/2018 22:13,10/26/2018 22:18,CX-385,delivery 
579,10/3/2018 16:24,10/3/2018 16:29,CX-800,pick-up
580,11/12/2018 1:06,11/12/2018 1:28,CX-244,delivery 
581,9/26/2018 1:04,9/26/2018 1:29,CX-157,pick-up
582,10/22/2018 2:22,10/22/2018 2:42,CX-603,delivery 
583,11/14/2018 13:00,11/14/2018 13:29,CX-889,pick-up
584,10/8/2018 11:01,10/8/2018 11:19,CX-582,delivery 
585,10/15/2018 23:03,10/15/2018 23:29,CX-418,pick-up
586,12/1/2018 9:23,12/1/2018 9:43,CX-992,delivery 
587,11/24/2018 7:55,11/24/2018 8:19,CX-628,pick-up
588,11/4/2018 2:22,11/4/2018 2:25,CX-532,delivery 
589,10/11/2018 14:09,10/11/2018 14:35,CX-667,pick-up
590,11/16/2018 6:41,11/16/2018 7:00,CX-484,delivery 
591,11/16/2018 11:34,11/16/2018 11:45,CX-52,pick-up
592,9/30/2018 11:01,9/30/2018 11:21,CX-389,delivery 
593,11/20/2018 11:56,11/20/2018 12:22,CX-437,pick-up
594,10/3/2018 7:14,10/3/2018 7:42,CX-545,delivery 
595,10/10/2018 13:39,10/10/2018 13:54,CX-976,pick-up
596,9/16/2018 1:25,9/16/2018 1:47,CX-778,delivery 
597,11/29/2018 0:38,11/29/2018 0:56,CX-967,pick-up
598,11/3/2018 5:19,11/3/2018 5:40,CX-575,delivery 
599,9/26/2018 14:42,9/26/2018 14:47,CX-576,pick-up
600,10/25/2018 5:44,10/25/2018 6:08,CX-344,delivery 
601,9/25/2018 0:56,9/25/2018 1:09,CX-699,pick-up
602,11/14/2018 18:01,11/14/2018 18:19,CX-792,delivery 
603,11/27/2018 11:48,11/27/2018 12:01,CX-414,pick-up
604,10/10/2018 19:17,10/10/2018 19:37,CX-358,delivery 
605,11/15/2018 22:01,11/15/2018 22:11,CX-993,pick-up
606,9/23/2018 10:17,9/23/2018 10:40,CX-262,delivery 
607,11/7/2018 10:57,11/7/2018 11:23,CX-240,pick-up
608,11/10/2018 23:18,11/10/2018 23:19,CX-377,delivery 
609,10/3/2018 20:46,10/3/2018 21:03,CX-404,pick-up
610,11/9/2018 20:13,11/9/2018 20:25,CX-278,delivery 
611,10/19/2018 11:50,10/19/2018 12:17,CX-359,pick-up
612,10/24/2018 18:38,10/24/2018 18:55,CX-350,delivery 
613,11/25/2018 18:08,11/25/2018 18:27,CX-296,pick-up
614,9/25/2018 14:21,9/25/2018 14:40,CX-491,delivery 
615,11/13/2018 22:09,11/13/2018 22:20,CX-406,pick-up
616,9/18/2018 2:32,9/18/2018 2:44,CX-738,delivery 
617,11/28/2018 6:48,11/28/2018 6:50,CX-863,pick-up
618,10/13/2018 14:46,10/13/2018 14:52,CX-639,delivery 
619,10/23/2018 11:48,10/23/2018 12:16,CX-331,pick-up
620,10/6/2018 17:37,10/6/2018 18:02,CX-625,delivery 
621,11/20/2018 3:26,11/20/2018 3:43,CX-718,pick-up
622,10/7/2018 15:24,10/7/2018 15:42,CX-36,delivery 
623,10/13/2018 23:02,10/13/2018 23:12,CX-917,pick-up
624,11/14/2018 10:59,11/14/2018 11:17,CX-896,delivery 
625,11/6/2018 19:59,11/6/2018 20:26,CX-421,pick-up
626,10/22/2018 18:40,10/22/2018 18:58,CX-474,delivery 
627,9/16/2018 9:56,9/16/2018 10:25,CX-9,pick-up
628,10/20/2018 17:32,10/20/2018 17:54,CX-765,delivery 
629,11/9/2018 0:12,11/9/2018 0:30,CX-198,pick-up
630,10/22/2018 17:14,10/22/2018 17:34,CX-639,delivery 
631,12/1/2018 14:41,12/1/2018 14:52,CX-446,pick-up
632,10/26/2018 20:09,10/26/2018 20:37,CX-689,delivery 
633,10/10/2018 2:31,10/10/2018 2:59,CX-441,pick-up
634,9/14/2018 6:43,9/14/2018 7:00,CX-309,delivery 
635,12/1/2018 20:57,12/1/2018 21:09,CX-269,pick-up
636,9/1/2018 6:33,9/1/2018 6:43,CX-599,delivery 
637,8/25/2018 2:45,8/25/2018 3:03,CX-374,pick-up
638,9/24/2018 15:41,9/24/2018 16:06,CX-807,delivery 
639,10/17/2018 6:49,10/17/2018 6:57,CX-25,pick-up
640,10/8/2018 19:48,10/8/2018 20:16,CX-948,delivery 
641,10/29/2018 23:45,10/30/2018 0:05,CX-462,pick-up
642,10/26/2018 8:23,10/26/2018 8:53,CX-341,delivery 
643,11/20/2018 0:49,11/20/2018 1:10,CX-134,pick-up
644,9/13/2018 16:53,9/13/2018 16:55,CX-206,delivery 
645,10/19/2018 11:00,10/19/2018 11:04,CX-723,pick-up
646,11/21/2018 23:14,11/21/2018 23:39,CX-682,delivery 
647,10/14/2018 9:29,10/14/2018 9:52,CX-900,pick-up
648,9/15/2018 6:51,9/15/2018 7:01,CX-670,delivery 
649,11/9/2018 0:28,11/9/2018 0:41,CX-21,pick-up
650,11/25/2018 5:37,11/25/2018 6:01,CX-712,delivery 
651,10/14/2018 2:27,10/14/2018 2:27,CX-236,pick-up
652,10/4/2018 1:27,10/4/2018 1:56,CX-350,delivery 
653,9/1/2018 20:06,9/1/2018 20:08,CX-168,pick-up
654,9/13/2018 12:31,9/13/2018 12:38,CX-168,delivery 
655,9/3/2018 12:54,9/3/2018 13:18,CX-508,pick-up
656,9/13/2018 8:08,9/13/2018 8:29,CX-240,delivery 
657,11/13/2018 10:22,11/13/2018 10:34,CX-148,pick-up
658,11/15/2018 6:41,11/15/2018 6:59,CX-370,delivery 
659,9/16/2018 19:17,9/16/2018 19:42,CX-182,pick-up
660,9/10/2018 18:01,9/10/2018 18:14,CX-465,delivery 
661,11/10/2018 22:10,11/10/2018 22:20,CX-944,pick-up
662,9/19/2018 16:05,9/19/2018 16:11,CX-608,delivery 
663,10/7/2018 5:48,10/7/2018 6:06,CX-478,pick-up
664,11/17/2018 22:11,11/17/2018 22:20,CX-61,delivery 
665,10/7/2018 5:48,10/7/2018 6:10,CX-133,pick-up
666,9/25/2018 12:39,9/25/2018 12:41,CX-93,delivery 
667,11/29/2018 13:35,11/29/2018 13:42,CX-655,pick-up
668,11/11/2018 22:58,11/11/2018 23:20,CX-130,delivery 
669,10/22/2018 8:58,10/22/2018 9:08,CX-409,pick-up
670,9/11/2018 8:50,9/11/2018 9:07,CX-677,delivery 
671,10/6/2018 2:53,10/6/2018 3:07,CX-340,pick-up
672,10/17/2018 11:28,10/17/2018 11:47,CX-52,delivery 
673,11/27/2018 6:59,11/27/2018 7:24,CX-401,pick-up
674,9/23/2018 0:39,9/23/2018 0:42,CX-846,delivery 
675,11/10/2018 19:47,11/10/2018 20:11,CX-370,pick-up
676,10/7/2018 5:47,10/7/2018 5:58,CX-193,delivery 
677,11/2/2018 22:41,11/2/2018 22:56,CX-104,pick-up
678,11/24/2018 9:10,11/24/2018 9:24,CX-626,delivery 
679,9/26/2018 21:25,9/26/2018 21:51,CX-270,pick-up
680,11/2/2018 19:23,11/2/2018 19:42,CX-576,delivery 
681,11/15/2018 14:08,11/15/2018 14:12,CX-599,pick-up
682,9/12/2018 13:19,9/12/2018 13:32,CX-333,delivery 
683,9/25/2018 18:07,9/25/2018 18:32,CX-288,pick-up
684,11/20/2018 12:25,11/20/2018 12:50,CX-723,delivery 
685,9/29/2018 14:00,9/29/2018 14:12,CX-155,pick-up
686,10/14/2018 10:59,10/14/2018 11:11,CX-3,delivery 
687,11/1/2018 6:47,11/1/2018 6:59,CX-758,pick-up
688,10/16/2018 22:42,10/16/2018 22:46,CX-622,delivery 
689,9/19/2018 7:17,9/19/2018 7:22,CX-222,pick-up
690,11/15/2018 22:18,11/15/2018 22:41,CX-514,delivery 
691,10/9/2018 13:43,10/9/2018 14:07,CX-217,pick-up
692,9/3/2018 10:09,9/3/2018 10:14,CX-329,delivery 
693,8/25/2018 15:05,8/25/2018 15:30,CX-935,pick-up
694,9/7/2018 11:58,9/7/2018 12:27,CX-212,delivery 
695,8/31/2018 21:29,8/31/2018 21:45,CX-750,pick-up
696,11/12/2018 10:14,11/12/2018 10:21,CX-89,delivery 
697,11/21/2018 18:27,11/21/2018 18:33,CX-977,pick-up
698,10/9/2018 2:28,10/9/2018 2:44,CX-579,delivery 
699,9/26/2018 10:31,9/26/2018 10:56,CX-9,pick-up
700,10/16/2018 18:26,10/16/2018 18:32,CX-930,delivery 
701,10/5/2018 6:05,10/5/2018 6:12,CX-22,pick-up
702,10/23/2018 21:10,10/23/2018 21:16,CX-486,delivery 
703,10/17/2018 19:46,10/17/2018 20:10,CX-971,pick-up
704,10/29/2018 15:50,10/29/2018 16:19,CX-196,delivery 
705,11/14/2018 19:23,11/14/2018 19:44,CX-27,pick-up
706,11/7/2018 17:54,11/7/2018 18:05,CX-129,delivery 
707,11/9/2018 21:54,11/9/2018 21:57,CX-474,pick-up
708,9/21/2018 16:44,9/21/2018 17:03,CX-254,delivery 
709,11/18/2018 3:50,11/18/2018 4:02,CX-733,pick-up
710,9/4/2018 13:34,9/4/2018 13:43,CX-767,delivery 
711,11/7/2018 6:50,11/7/2018 7:03,CX-677,pick-up
712,10/22/2018 7:48,10/22/2018 8:12,CX-825,delivery 
713,11/28/2018 0:29,11/28/2018 0:40,CX-127,pick-up
714,10/13/2018 17:57,10/13/2018 18:26,CX-644,delivery 
715,10/23/2018 23:00,10/23/2018 23:07,CX-35,pick-up
716,8/17/2018 0:05,8/17/2018 0:28,CX-492,delivery 
717,10/29/2018 20:46,10/29/2018 20:54,CX-9,pick-up
718,10/1/2018 11:16,10/1/2018 11:31,CX-992,delivery 
719,11/7/2018 18:38,11/7/2018 18:57,CX-315,pick-up
720,11/19/2018 18:48,11/19/2018 19:09,CX-835,delivery 
721,10/14/2018 5:26,10/14/2018 5:30,CX-937,pick-up
722,11/16/2018 11:28,11/16/2018 11:40,CX-390,delivery 
723,11/24/2018 17:11,11/24/2018 17:36,CX-817,pick-up
724,9/16/2018 0:08,9/16/2018 0:26,CX-93,delivery 
725,11/20/2018 21:36,11/20/2018 21:42,CX-754,pick-up
726,10/31/2018 1:07,10/31/2018 1:30,CX-833,delivery 
727,10/18/2018 11:32,10/18/2018 11:56,CX-73,pick-up
728,9/10/2018 5:22,9/10/2018 5:36,CX-819,delivery 
729,11/23/2018 22:29,11/23/2018 22:31,CX-183,pick-up
730,10/5/2018 19:31,10/5/2018 19:40,CX-253,delivery 
731,9/7/2018 13:09,9/7/2018 13:21,CX-599,pick-up
732,10/21/2018 0:55,10/21/2018 1:07,CX-893,delivery 
733,11/14/2018 14:44,11/14/2018 15:06,CX-758,pick-up
734,11/2/2018 6:37,11/2/2018 6:40,CX-987,delivery 
735,9/18/2018 23:06,9/18/2018 23:26,CX-446,pick-up
736,10/26/2018 2:53,10/26/2018 3:00,CX-240,delivery 
737,11/25/2018 6:19,11/25/2018 6:39,CX-555,pick-up
738,10/2/2018 2:28,10/2/2018 2:53,CX-429,delivery 
739,11/18/2018 0:36,11/18/2018 0:43,CX-674,pick-up
740,10/15/2018 18:07,10/15/2018 18:34,CX-129,delivery 
741,11/30/2018 20:48,11/30/2018 21:13,CX-698,pick-up
742,10/25/2018 11:34,10/25/2018 11:37,CX-631,delivery 
743,11/19/2018 20:10,11/19/2018 20:34,CX-350,pick-up
744,10/31/2018 6:58,10/31/2018 7:22,CX-654,delivery 
745,11/11/2018 12:34,11/11/2018 12:40,CX-676,pick-up
746,11/8/2018 14:12,11/8/2018 14:32,CX-764,delivery 
747,11/29/2018 15:59,11/29/2018 16:13,CX-571,pick-up
748,10/27/2018 2:47,10/27/2018 2:49,CX-549,delivery 
749,10/13/2018 5:19,10/13/2018 5:31,CX-934,pick-up
750,11/13/2018 2:57,11/13/2018 3:11,CX-100,delivery 
751,11/15/2018 18:55,11/15/2018 18:56,CX-8,pick-up
752,9/21/2018 14:11,9/21/2018 14:32,CX-447,delivery 
753,10/1/2018 3:48,10/1/2018 4:14,CX-680,pick-up
754,11/7/2018 17:34,11/7/2018 17:51,CX-24,delivery 
755,9/30/2018 7:27,9/30/2018 7:28,CX-334,pick-up
756,11/21/2018 0:29,11/21/2018 0:49,CX-263,delivery 
757,10/11/2018 8:41,10/11/2018 8:56,CX-38,pick-up
758,11/20/2018 19:25,11/20/2018 19:25,CX-785,delivery 
759,10/22/2018 6:12,10/22/2018 6:24,CX-364,pick-up
760,10/7/2018 7:19,10/7/2018 7:36,CX-983,delivery 
761,9/20/2018 8:39,9/20/2018 8:49,CX-954,pick-up
762,10/28/2018 5:30,10/28/2018 5:35,CX-42,delivery 
763,11/2/2018 19:52,11/2/2018 20:19,CX-209,pick-up
764,10/25/2018 19:26,10/25/2018 19:27,CX-621,delivery 
765,11/27/2018 5:14,11/27/2018 5:25,CX-459,pick-up
766,11/7/2018 12:22,11/7/2018 12:23,CX-624,delivery 
767,10/5/2018 13:55,10/5/2018 13:56,CX-228,pick-up
768,11/3/2018 20:48,11/3/2018 20:49,CX-268,delivery 
769,10/30/2018 18:31,10/30/2018 18:42,CX-770,pick-up
770,10/1/2018 9:08,10/1/2018 9:32,CX-597,delivery 
771,11/16/2018 14:55,11/16/2018 15:08,CX-439,pick-up
772,11/26/2018 15:26,11/26/2018 15:31,CX-103,delivery 
773,11/4/2018 12:00,11/4/2018 12:12,CX-67,pick-up
774,10/13/2018 17:09,10/13/2018 17:11,CX-199,delivery 
775,11/14/2018 17:26,11/14/2018 17:50,CX-114,pick-up
776,11/6/2018 21:02,11/6/2018 21:21,CX-46,delivery 
777,9/30/2018 12:43,9/30/2018 12:58,CX-190,pick-up
778,9/9/2018 12:06,9/9/2018 12:13,CX-887,delivery 
779,11/20/2018 8:50,11/20/2018 9:18,CX-221,pick-up
780,9/7/2018 23:56,9/8/2018 0:13,CX-52,delivery 
781,10/6/2018 5:32,10/6/2018 5:53,CX-444,pick-up
782,9/5/2018 6:44,9/5/2018 6:52,CX-236,delivery 
783,11/21/2018 6:29,11/21/2018 6:55,CX-57,pick-up
784,11/21/2018 21:35,11/21/2018 21:52,CX-867,delivery 
785,11/4/2018 17:02,11/4/2018 17:26,CX-14,pick-up
786,10/19/2018 21:06,10/19/2018 21:22,CX-275,delivery 
787,10/18/2018 14:15,10/18/2018 14:21,CX-6,pick-up
788,11/30/2018 16:56,11/30/2018 17:21,CX-258,delivery 
789,10/15/2018 16:32,10/15/2018 16:51,CX-19,pick-up
790,10/16/2018 12:27,10/16/2018 12:33,CX-637,delivery 
791,9/29/2018 5:15,9/29/2018 5:16,CX-505,pick-up
792,10/24/2018 13:11,10/24/2018 13:32,CX-940,delivery 
793,9/25/2018 1:35,9/25/2018 1:44,CX-31,pick-up
794,9/24/2018 6:18,9/24/2018 6:20,CX-736,delivery 
795,11/15/2018 4:00,11/15/2018 4:05,CX-311,pick-up
796,10/24/2018 3:42,10/24/2018 3:48,CX-833,delivery 
797,11/19/2018 13:05,11/19/2018 13:22,CX-341,pick-up
798,11/30/2018 1:44,11/30/2018 1:53,CX-806,delivery 
799,8/29/2018 9:30,8/29/2018 10:00,CX-527,pick-up
800,9/16/2018 12:56,9/16/2018 13:03,CX-503,delivery 
801,11/13/2018 20:05,11/13/2018 20:33,CX-680,pick-up
802,11/4/2018 20:18,11/4/2018 20:32,CX-688,delivery 
803,11/27/2018 10:44,11/27/2018 11:10,CX-706,pick-up
804,9/24/2018 8:54,9/24/2018 9:05,CX-167,delivery 
805,10/12/2018 17:11,10/12/2018 17:14,CX-173,pick-up
806,10/28/2018 15:13,10/28/2018 15:38,CX-413,delivery 
807,9/16/2018 10:50,9/16/2018 10:53,CX-378,pick-up
808,10/30/2018 1:23,10/30/2018 1:51,CX-643,delivery 
809,10/1/2018 23:39,10/1/2018 23:47,CX-837,pick-up
810,10/31/2018 3:31,10/31/2018 3:44,CX-456,delivery 
811,9/1/2018 7:13,9/1/2018 7:23,CX-373,pick-up
812,9/19/2018 1:08,9/19/2018 1:26,CX-698,delivery 
813,10/23/2018 7:44,10/23/2018 8:09,CX-959,pick-up
814,11/11/2018 17:26,11/11/2018 17:39,CX-47,delivery 
815,8/31/2018 14:56,8/31/2018 15:25,CX-768,pick-up
816,9/10/2018 17:04,9/10/2018 17:11,CX-599,delivery 
817,11/2/2018 6:52,11/2/2018 7:14,CX-402,pick-up
818,9/27/2018 23:13,9/27/2018 23:32,CX-707,delivery 
819,11/11/2018 7:22,11/11/2018 7:29,CX-554,pick-up
820,11/18/2018 6:30,11/18/2018 6:38,CX-316,delivery 
